Policy Area,Dataset,Variable,Year,Amount,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Housing & Real Estate,Rent Price,Median Rent Price,2014,981,"Census Tract 2187.01, Los Angeles County, California",218701,Mid-City,1400000US06037218701,"(34.0372715, -118.333362)",Median_Rent_Price_2014_1400000US06037218701,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,825,"Census Tract 2187.02, Los Angeles County, California",218702,West Adams,1400000US06037218702,"(34.0327605, -118.335031)",Median_Rent_Price_2014_1400000US06037218702,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,955,"Census Tract 2188, Los Angeles County, California",218800,Arlington Heights,1400000US06037218800,"(34.037556, -118.323034)",Median_Rent_Price_2014_1400000US06037218800,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1029,"Census Tract 2189, Los Angeles County, California",218900,Jefferson Park,1400000US06037218900,"(34.0331165, -118.3238185)",Median_Rent_Price_2014_1400000US06037218900,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,999,"Census Tract 2190.10, Los Angeles County, California",219010,Jefferson Park,1400000US06037219010,"(34.027596, -118.322938)",Median_Rent_Price_2014_1400000US06037219010,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,961,"Census Tract 2190.20, Los Angeles County, California",219020,Jefferson Park,1400000US06037219020,"(34.021941, -118.3229865)",Median_Rent_Price_2014_1400000US06037219020,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1039,"Census Tract 2193, Los Angeles County, California",219300,Jefferson Park,1400000US06037219300,"(34.026962, -118.3316675)",Median_Rent_Price_2014_1400000US06037219300,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1114,"Census Tract 2195, Los Angeles County, California",219500,Baldwin Hills/Crenshaw,1400000US06037219500,"(34.0211635, -118.3405655)",Median_Rent_Price_2014_1400000US06037219500,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1168,"Census Tract 2197, Los Angeles County, California",219700,West Adams,1400000US06037219700,"(34.028076, -118.347852)",Median_Rent_Price_2014_1400000US06037219700,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,996,"Census Tract 2198, Los Angeles County, California",219800,West Adams,1400000US06037219800,"(34.0298385, -118.354579)",Median_Rent_Price_2014_1400000US06037219800,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,991,"Census Tract 2199.01, Los Angeles County, California",219901,West Adams,1400000US06037219901,"(34.0297025, -118.3604535)",Median_Rent_Price_2014_1400000US06037219901,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1101,"Census Tract 2199.02, Los Angeles County, California",219902,West Adams,1400000US06037219902,"(34.0305455, -118.36963)",Median_Rent_Price_2014_1400000US06037219902,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1074,"Census Tract 2200, Los Angeles County, California",220000,West Adams,1400000US06037220000,"(34.0276275, -118.3405665)",Median_Rent_Price_2014_1400000US06037220000,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,958,"Census Tract 2201, Los Angeles County, California",220100,Baldwin Hills/Crenshaw,1400000US06037220100,"(34.0241755, -118.3664325)",Median_Rent_Price_2014_1400000US06037220100,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,891,"Census Tract 2211.10, Los Angeles County, California",221110,Pico-Union,1400000US06037221110,"(34.0455315, -118.2878625)",Median_Rent_Price_2014_1400000US06037221110,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1010,"Census Tract 2211.20, Los Angeles County, California",221120,Pico-Union,1400000US06037221120,"(34.042054, -118.2878455)",Median_Rent_Price_2014_1400000US06037221120,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,997,"Census Tract 2212.10, Los Angeles County, California",221210,Harvard Heights,1400000US06037221210,"(34.04359, -118.3026265)",Median_Rent_Price_2014_1400000US06037221210,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,897,"Census Tract 2212.20, Los Angeles County, California",221220,Pico-Union,1400000US06037221220,"(34.0436145, -118.2961455)",Median_Rent_Price_2014_1400000US06037221220,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1128,"Census Tract 2213.02, Los Angeles County, California",221302,Harvard Heights,1400000US06037221302,"(34.0417465, -118.3114895)",Median_Rent_Price_2014_1400000US06037221302,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,874,"Census Tract 2213.03, Los Angeles County, California",221303,Harvard Heights,1400000US06037221303,"(34.0453825, -118.308407)",Median_Rent_Price_2014_1400000US06037221303,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1075,"Census Tract 2213.04, Los Angeles County, California",221304,Arlington Heights,1400000US06037221304,"(34.045369, -118.314651)",Median_Rent_Price_2014_1400000US06037221304,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,761,"Census Tract 2214.01, Los Angeles County, California",221401,Jefferson Park,1400000US06037221401,"(34.0339245, -118.3133125)",Median_Rent_Price_2014_1400000US06037221401,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1044,"Census Tract 2214.02, Los Angeles County, California",221402,Harvard Heights,1400000US06037221402,"(34.038279, -118.308985)",Median_Rent_Price_2014_1400000US06037221402,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,857,"Census Tract 2215, Los Angeles County, California",221500,Adams-Normandie,1400000US06037221500,"(34.034856, -118.3046185)",Median_Rent_Price_2014_1400000US06037221500,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,965,"Census Tract 2216.01, Los Angeles County, California",221601,Adams-Normandie,1400000US06037221601,"(34.034833, -118.2959055)",Median_Rent_Price_2014_1400000US06037221601,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,931,"Census Tract 2216.02, Los Angeles County, California",221602,Pico-Union,1400000US06037221602,"(34.038415, -118.292179)",Median_Rent_Price_2014_1400000US06037221602,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,961,"Census Tract 2217.10, Los Angeles County, California",221710,University Park,1400000US06037221710,"(34.034366, -118.287757)",Median_Rent_Price_2014_1400000US06037221710,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1045,"Census Tract 2218.10, Los Angeles County, California",221810,Adams-Normandie,1400000US06037221810,"(34.0305765, -118.292359)",Median_Rent_Price_2014_1400000US06037221810,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1380,"Census Tract 2218.20, Los Angeles County, California",221820,University Park,1400000US06037221820,"(34.0305755, -118.286386)",Median_Rent_Price_2014_1400000US06037221820,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,991,"Census Tract 2219, Los Angeles County, California",221900,University Park,1400000US06037221900,"(34.0260705, -118.289757)",Median_Rent_Price_2014_1400000US06037221900,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1165,"Census Tract 2220.01, Los Angeles County, California",222001,Jefferson Park,1400000US06037222001,"(34.0282015, -118.3132745)",Median_Rent_Price_2014_1400000US06037222001,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1021,"Census Tract 2220.02, Los Angeles County, California",222002,Exposition Park,1400000US06037222002,"(34.0218995, -118.3135615)",Median_Rent_Price_2014_1400000US06037222002,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1019,"Census Tract 2221, Los Angeles County, California",222100,Adams-Normandie,1400000US06037222100,"(34.027317, -118.3024105)",Median_Rent_Price_2014_1400000US06037222100,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,949,"Census Tract 2222, Los Angeles County, California",222200,Adams-Normandie,1400000US06037222200,"(34.0309165, -118.302424)",Median_Rent_Price_2014_1400000US06037222200,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1135,"Census Tract 2225, Los Angeles County, California",222500,Exposition Park,1400000US06037222500,"(34.021865, -118.3045305)",Median_Rent_Price_2014_1400000US06037222500,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1096,"Census Tract 2226, Los Angeles County, California",222600,Exposition Park,1400000US06037222600,"(34.0218365, -118.2958795)",Median_Rent_Price_2014_1400000US06037222600,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,2000,"Census Tract 2227, Los Angeles County, California",222700,University Park,1400000US06037222700,"(34.020537, -118.2847645)",Median_Rent_Price_2014_1400000US06037222700,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,575,"Census Tract 2240.10, Los Angeles County, California",224010,Downtown,1400000US06037224010,"(34.036945, -118.2655625)",Median_Rent_Price_2014_1400000US06037224010,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,751,"Census Tract 2240.20, Los Angeles County, California",224020,Historic South-Central,1400000US06037224020,"(34.030734, -118.267245)",Median_Rent_Price_2014_1400000US06037224020,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,805,"Census Tract 2242, Los Angeles County, California",224200,Pico-Union,1400000US06037224200,"(34.041032, -118.277298)",Median_Rent_Price_2014_1400000US06037224200,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,853,"Census Tract 2243.10, Los Angeles County, California",224310,Pico-Union,1400000US06037224310,"(34.043569, -118.2820315)",Median_Rent_Price_2014_1400000US06037224310,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,726,"Census Tract 2243.20, Los Angeles County, California",224320,Pico-Union,1400000US06037224320,"(34.041517, -118.2804885)",Median_Rent_Price_2014_1400000US06037224320,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1002,"Census Tract 2244.10, Los Angeles County, California",224410,University Park,1400000US06037224410,"(34.0343195, -118.2789565)",Median_Rent_Price_2014_1400000US06037224410,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,671,"Census Tract 2244.20, Los Angeles County, California",224420,University Park,1400000US06037224420,"(34.0318675, -118.2778715)",Median_Rent_Price_2014_1400000US06037224420,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,870,"Census Tract 2246, Los Angeles County, California",224600,Historic South-Central,1400000US06037224600,"(34.0223275, -118.2717135)",Median_Rent_Price_2014_1400000US06037224600,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1514,"Census Tract 2247, Los Angeles County, California",224700,University Park,1400000US06037224700,"(34.0263755, -118.279223)",Median_Rent_Price_2014_1400000US06037224700,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,976,"Census Tract 2260.01, Los Angeles County, California",226001,Historic South-Central,1400000US06037226001,"(34.0245655, -118.251001)",Median_Rent_Price_2014_1400000US06037226001,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,611,"Census Tract 2260.02, Los Angeles County, California",226002,Downtown,1400000US06037226002,"(34.033429, -118.249304)",Median_Rent_Price_2014_1400000US06037226002,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,923,"Census Tract 2264.10, Los Angeles County, California",226410,Historic South-Central,1400000US06037226410,"(34.0242035, -118.2622875)",Median_Rent_Price_2014_1400000US06037226410,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,885,"Census Tract 2264.20, Los Angeles County, California",226420,Historic South-Central,1400000US06037226420,"(34.021775, -118.2569205)",Median_Rent_Price_2014_1400000US06037226420,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,983,"Census Tract 2267, Los Angeles County, California",226700,Historic South-Central,1400000US06037226700,"(34.017615, -118.2623795)",Median_Rent_Price_2014_1400000US06037226700,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1116,"Census Tract 2270.10, Los Angeles County, California",227010,Central-Alameda,1400000US06037227010,"(34.018875, -118.247064)",Median_Rent_Price_2014_1400000US06037227010,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,902,"Census Tract 2270.20, Los Angeles County, California",227020,Central-Alameda,1400000US06037227020,"(34.0161415, -118.2516245)",Median_Rent_Price_2014_1400000US06037227020,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1064,"Census Tract 2281, Los Angeles County, California",228100,Central-Alameda,1400000US06037228100,"(34.010118, -118.244922)",Median_Rent_Price_2014_1400000US06037228100,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,995,"Census Tract 2282.10, Los Angeles County, California",228210,Central-Alameda,1400000US06037228210,"(34.010168, -118.2525945)",Median_Rent_Price_2014_1400000US06037228210,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,948,"Census Tract 2282.20, Los Angeles County, California",228220,Central-Alameda,1400000US06037228220,"(34.0065835, -118.2519225)",Median_Rent_Price_2014_1400000US06037228220,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1062,"Census Tract 2283.10, Los Angeles County, California",228310,Historic South-Central,1400000US06037228310,"(34.011872, -118.262852)",Median_Rent_Price_2014_1400000US06037228310,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,995,"Census Tract 2283.20, Los Angeles County, California",228320,Historic South-Central,1400000US06037228320,"(34.007893, -118.263681)",Median_Rent_Price_2014_1400000US06037228320,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1079,"Census Tract 2284.10, Los Angeles County, California",228410,Historic South-Central,1400000US06037228410,"(34.014163, -118.2690345)",Median_Rent_Price_2014_1400000US06037228410,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,897,"Census Tract 2284.20, Los Angeles County, California",228420,Historic South-Central,1400000US06037228420,"(34.00749, -118.270975)",Median_Rent_Price_2014_1400000US06037228420,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,966,"Census Tract 2285, Los Angeles County, California",228500,South Park,1400000US06037228500,"(34.003629, -118.2695985)",Median_Rent_Price_2014_1400000US06037228500,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1015,"Census Tract 2286, Los Angeles County, California",228600,South Park,1400000US06037228600,"(34.003674, -118.260853)",Median_Rent_Price_2014_1400000US06037228600,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1025,"Census Tract 2287.10, Los Angeles County, California",228710,Central-Alameda,1400000US06037228710,"(33.9993805, -118.2542925)",Median_Rent_Price_2014_1400000US06037228710,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1124,"Census Tract 2287.20, Los Angeles County, California",228720,Central-Alameda,1400000US06037228720,"(33.9993695, -118.2499415)",Median_Rent_Price_2014_1400000US06037228720,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,887,"Census Tract 2288, Los Angeles County, California",228800,Central-Alameda,1400000US06037228800,"(33.999104, -118.2430855)",Median_Rent_Price_2014_1400000US06037228800,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,567,"Census Tract 2289, Los Angeles County, California",228900,Central-Alameda,1400000US06037228900,"(33.992114, -118.242838)",Median_Rent_Price_2014_1400000US06037228900,01/01/2014
Housing & Real Estate,Rent Price,Median Rent Price,2014,1174,"Census Tract 2291, Los Angeles County, California",229100,Central-Alameda,1400000US06037229100,"(33.992164, -118.2520985)",Median_Rent_Price_2014_1400000US06037229100,01/01/2014
